"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","Percent_A7","Percent_E5","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","area_A7","area_E5","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","rel_A7","rel_E5","Gene_name","Annot","state_12B","state_10G","state_3D7B","state_B11","state_A7","state_E5","category_12B","category_10G","category_3D7B","category_B11","category_A7","category_E5"
"4533","PF3D7_1347500",FALSE,52.4828113063407,51.9862490450726,50.3819709702063,94.327731092437,93.4873949579832,94.2131398013751,43.9457601222307,72.8132161955691,94.327731092437,"Left",1.63486522928382,13.9473897551377,11.0197411654671,9.25660968506457,31.245547018932,28.2594141481771,28.6586476229427,31.245547018932,9.25660968506457,97.316285564671,"min","min","min","max","max","max","ALBA4","DNA/RNA-binding protein Alba 4","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive","Inactive","Inactive","Active","Active","Active"
"4534","PF3D7_1347600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6341420841334,NA,NA,NA,NA,NA,NA,"null","conserved protein, unknown function","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4535","PF3D7_1347700",FALSE,74.8854087089381,69.0412528647823,73.0328495034377,87.1084797555386,84.0145148968678,85.7524828113063,18.0672268907563,78.9724980901452,87.1084797555386,"Left",0.58664338425059,13.6894594401844,12.4106545061912,11.2856730874588,10.3635693712452,6.22567839998351,5.79910592201397,13.6894594401844,5.79910592201397,81.4518240530634,"max","max","max","mid","min","min","ECT","ethanolamine-phosphate cytidylyltransferase","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4536","PF3D7_1347800",FALSE,48.7012987012987,48.3575248281131,44.270435446906,19.0985485103132,14.8586707410237,14.1520244461421,34.5492742551566,31.5730837789661,48.7012987012987,"Left",1.42628223758129,30.7083499928565,29.9700009326542,30.6926717893984,27.9320905376576,11.5248538973882,15.133270363959,30.7083499928565,11.5248538973882,21.9300925117822,"max","max","max","max","min","min","LRR4.1","leucine-rich repeat protein","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Inactive_FC_Dif_noRNASeq_min","Inactive_FC_Dif_noRNASeq_min","Active","Active","Active","Active","Inactive","Inactive"
"4537","PF3D7_1347900",FALSE,95.8747135217723,95.5882352941177,95.550038197097,32.2765469824293,36.4400305576776,37.7960275019099,63.598166539343,65.587598675834,95.8747135217723,"Left",2.42261170838488,35.5458496284403,35.760773625662,33.9271885598019,6.98644178463491,3.45536198583043,3.17664614788537,35.760773625662,3.17664614788537,28.6481061267237,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Inactive","Inactive"
"4538","PF3D7_1348000",FALSE,27.4255156608098,28.3804430863254,28.6287242169595,22.0015278838808,32.620320855615,24.694423223835,10.6187929717342,27.2918258212376,32.620320855615,"Right",1.03285210019883,24.1135378482685,26.417746760215,23.2220283732398,17.1153096815436,14.778563945302,12.5258860125407,26.417746760215,12.5258860125407,13.5385756676558,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4539","PF3D7_1348100",FALSE,34.3582887700535,40.3552330022918,43.5255920550038,44.3659281894576,51.9289533995416,42.131398013751,17.5706646294882,42.7775655716832,51.9289533995416,"Right",1.29606352750308,38.1196433417557,36.8673651261197,38.1906304859707,23.938181662044,20.7585760410543,22.7458924706738,38.1906304859707,20.7585760410543,40.9582824227614,"max","max","max","min","min","min","null","GTPase, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"4540","PF3D7_1348200",FALSE,34.453781512605,31.4553093964859,34.2627960275019,33.1168831168831,33.8617265087853,35.8288770053476,4.37356760886173,33.8298955946015,35.8288770053476,"Sides",0.198726434523849,11.5456413493863,8.87277080504053,9.96100404760257,9.16419937597814,10.1980799537878,9.13671893243058,11.5456413493863,8.87277080504053,60.510123930878,"max","min","mid","min","mid","min","null","step II splicing factor, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4541","PF3D7_1348300",FALSE,28.1130634071811,25.4201680672269,26.7379679144385,39.1138273491215,36.5355233002292,37.6432391138273,13.6936592818946,32.2606315253374,39.1138273491215,"Left",0.893915839254788,40.9080823526536,40.327358734258,36.8653056523589,30.7702970674115,30.7862270931648,28.8849143146767,40.9080823526536,28.8849143146767,31.4060045383138,"max","max","mid","min","min","min","null","elongation factor Tu, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4542","PF3D7_1348400",FALSE,61.4782276546982,62.8915202444614,54.1634835752483,26.0695187165775,26.0695187165775,25.0381970970206,37.8533231474408,42.6184110007639,62.8915202444614,"Mid",2.05480426677497,21.7232104318633,21.3737739911395,19.5516138075583,45.580792335891,46.3138189473489,47.1887311956816,47.1887311956816,19.5516138075583,34.1093559085355,"min","min","min","max","max","max","null","conserved Plasmodium membrane protein, unknown function","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive","Inactive","Inactive","Active","Active","Active"
"4543","PF3D7_1348500",FALSE,62.8915202444614,55.8632543926662,55.423987776929,38.655462184874,42.0168067226891,46.6768525592055,24.2360580595875,50.2546473134708,62.8915202444614,"Right",1.63572593719608,26.1159476961156,25.3830670938251,27.625557222621,47.3835809491124,43.2704690323702,45.3319124614872,47.3835809491124,25.3830670938251,70.3002269156921,"min","min","min","max","max","max","null","TBC domain protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"4544","PF3D7_1348600",FALSE,81.7799847211612,71.7723453017571,77.9984721161192,79.144385026738,78.2467532467532,80.6531703590527,10.0076394194041,78.2658517952636,81.7799847211612,"Left",0.80734889903099,10.5144477945233,6.74427181178009,3.11767655336639,13.9765192453332,4.49533572809331,7.86991051994786,13.9765192453332,3.11767655336639,59.4780939081864,"max","mid","min","max","min","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4545","PF3D7_1348700",FALSE,7.06646294881589,6.11153552330023,4.43086325439267,8.36516424751719,8.63254392666157,9.07181054239878,4.64094728800611,7.27973007384772,9.07181054239878,"Right",0.355263022771673,15.62515007213,15.3545000676135,12.5624265702485,10.846862415851,11.1616848193406,10.8513213919555,15.62515007213,10.846862415851,13.2723861057776,"max","max","mid","min","min","min","WDR16","WD repeat-containing protein 16, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4546","PF3D7_1348800",FALSE,9.70206264323911,8.3842627960275,8.65164247517189,16.0618792971734,17.436974789916,14.3239113827349,9.05271199388846,12.4267888973771,17.436974789916,"Left",1.35650164909347,24.4134039126467,26.499097254989,23.520886215379,10.9369175088146,9.68173361447011,8.2541500746818,26.499097254989,8.2541500746818,5.23215220806424,"max","max","max","min","min","min","null","E1-E2 ATPase, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4547","PF3D7_1348900",FALSE,24.0450725744843,26.4514896867838,28.0557677616501,51.5278838808251,67.2459893048128,45.550038197097,43.2009167303285,40.4793735676089,67.2459893048128,"Left",1.25034063652802,27.3747997858918,27.8779408913226,28.2105053226883,11.3934237613864,18.1326593866262,16.4714273605625,28.2105053226883,11.3934237613864,52.5048001396404,"max","max","max","min","mid","min","null","conserved Plasmodium protein, unknown function","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Active_FC_Dif_mid","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Active","Inactive"
"4548","PF3D7_1349000",FALSE,23.0137509549274,21.5622612681436,20.9320091673033,10.9052711993888,9.6829640947288,9.91214667685256,13.3307868601986,16.0014005602241,23.0137509549274,"Left",0.691113990170733,10.9208937628158,11.0622346618898,9.57508370105202,1.76675149409344,6.14179182148935,5.21405657646807,11.0622346618898,1.76675149409344,10.1217489963344,"max","max","max","min","mid","mid","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4549","PF3D7_1349100",FALSE,68.0290297937357,69.7288006111535,66.7494270435447,50.2291825821238,45.244461420932,52.7883880825057,24.4843391902215,58.7948815889992,69.7288006111535,"Left",0.745586249877468,12.0653831937264,16.2926216908216,10.4728664250697,11.8268959475983,6.26448662996966,7.53353384827668,16.2926216908216,6.26448662996966,40.9517367777972,"mid","max","mid","mid","min","min","null","nucleoside diphosphate hydrolase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4550","PF3D7_1349200",FALSE,72.5362872421696,67.8762414056532,68.4682964094729,70.0725744843392,63.961038961039,71.7914438502674,8.57524828113063,69.1176470588235,72.5362872421696,"Left",0.23513729142806,30.2657532107675,29.868589631813,28.8834849977422,31.1675740544191,28.4884362669889,28.0049774847117,31.1675740544191,28.0049774847117,82.0780240879735,"max","mid","min","max","min","min","null","glutamate--tRNA ligase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4551","PF3D7_1349300",FALSE,62.2994652406417,66.1764705882353,66.4056531703591,59.7784568372804,61.5737203972498,54.7173414820474,11.6883116883117,61.8251846193023,66.4056531703591,"Left",0.395543206650822,8.87440352577952,6.97421524022635,5.24909102854616,7.16397101437946,3.55434739632597,4.38994592412402,8.87440352577952,3.55434739632597,34.022080642346,"max","mid","min","max","min","min","TKL3","tyrosine kinase-like protein","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4552","PF3D7_1349400",FALSE,38.4835752482811,41.3674560733384,30.5385790679908,40.1260504201681,30.6149732620321,32.2765469824293,10.8288770053476,35.56786350904,41.3674560733384,"Left",0.576237792091844,22.1083930795973,24.3867624574798,22.4768276982598,29.8587913832326,28.2018299427294,27.3045392303954,29.8587913832326,22.1083930795973,58.2344213649852,"min","min","min","max","max","max","null","cytidine and deoxycytidylate deaminase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4553","PF3D7_1349500",FALSE,89.3048128342246,88.3689839572192,88.0825057295646,77.3491214667685,80.1184110007639,72.0970206264324,17.2077922077922,82.5534759358289,89.3048128342246,"Right",0.178928594551435,15.2041382877561,14.8516242348431,15.598897931972,13.1923083352552,14.3385037933544,14.1311566361122,15.598897931972,13.1923083352552,66.9183103508466,"max","max","max","min","mid","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4554","PF3D7_1349600",FALSE,61.5546218487395,78.838808250573,81.2261268143621,62.8342245989305,66.6921313980138,56.0542398777693,25.1718869365928,67.866692131398,81.2261268143621,"Mid",1.33239565686297,15.3860160795068,17.4226282924505,17.0694381284556,32.978600677998,31.646318273192,33.3067376643137,33.3067376643137,15.3860160795068,67.0754058299878,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"4555","PF3D7_1349700",FALSE,64.5530939648587,56.5889992360581,50.9549274255157,61.9556913674561,69.1749427043545,63.2161955691367,18.2200152788388,61.0739750445633,69.1749427043545,"Right",1.37821536228175,26.8306202181641,26.9812156663206,23.9890782711836,42.5260748938731,41.2016675447703,41.124849454984,42.5260748938731,23.9890782711836,72.8704835049747,"min","min","min","max","max","max","null","peptidase, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"4556","PF3D7_1349800",FALSE,24.7708174178762,23.6440030557678,19.5187165775401,38.7700534759358,29.1252864782277,34.9694423223835,19.2513368983957,28.4663865546218,38.7700534759358,"Left",0.275229293214773,28.0724566556892,27.6989215254009,27.244508323664,25.8010429981785,24.3706226619505,25.5210678309094,28.0724566556892,24.3706226619505,44.6587537091988,"max","max","max","mid","min","min","null","GPN-loop GTPase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4557","PF3D7_1349900",FALSE,33.6898395721925,34.0909090909091,37.9679144385027,23.7967914438503,22.0015278838808,20.3972498090145,17.5706646294882,28.657372039725,37.9679144385027,"Left",0.660742920311108,27.7754097162752,24.2342616638323,19.2382097985528,26.5927483667547,18.8884174380908,21.5442704082451,27.7754097162752,18.8884174380908,39.238959678827,"max","mid","min","max","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4558","PF3D7_1350000",FALSE,4.37356760886173,4.79373567608862,2.13903743315508,23.3002291825821,17.1695951107716,17.2077922077922,21.161191749427,11.4973262032086,23.3002291825821,"Left",1.10791142790739,28.3301015808427,26.2844737338852,23.8249497650943,16.2395389818994,13.4286928754883,14.8523023635166,28.3301015808427,13.4286928754883,24.8734508640251,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4559","PF3D7_1350100",FALSE,68.2773109243697,70.0343773873186,72.4598930481284,73.3957219251337,69.3850267379679,73.5867074102368,5.30939648586707,71.1898395721925,73.5867074102368,"Mid",0.3512642544071,28.620738900206,27.8107677979125,29.7250295583107,28.3581854399467,25.0005253365352,25.7736630472322,29.7250295583107,25.0005253365352,87.550183278059,"max","mid","max","max","min","min","KRS1","lysine--tRNA ligase","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4560","PF3D7_1350200",FALSE,66.3101604278075,63.6172650878533,59.4728800611154,68.0099312452254,70.4545454545455,64.9159663865546,10.9816653934301,65.4634581105169,70.4545454545455,"Mid",0.782123832534297,31.1303489922222,30.7200645087406,29.8559232108033,24.6523850369628,24.3750926714499,20.6107834446359,31.1303489922222,20.6107834446359,71.8755454704137,"max","max","max","mid","mid","min","SNRPE","small nuclear ribonucleoprotein E, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4561","PF3D7_1350300",FALSE,51.2605042016807,56.7035905271199,45.0534759358289,54.8128342245989,53.9915966386555,59.9503437738732,14.8968678380443,53.6287242169595,59.9503437738732,"Sides",0.194688707417033,19.8163826605396,18.4711285630137,17.8980680492726,17.1978195457805,18.3665633836182,18.863835628661,19.8163826605396,17.1978195457805,72.8268458718799,"max","mid","min","min","mid","mid","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4562","PF3D7_1350400",FALSE,57.0282658517953,47.0970206264324,45.5691367456073,41.0236822001528,43.7356760886173,35.9434682964095,21.0847975553858,45.0662083015024,57.0282658517953,"Mid",0.774383920291221,11.4836988276248,12.4507765084384,8.65913808631698,19.0746018142339,14.0219504748744,16.4487168389142,19.0746018142339,8.65913808631698,30.0554197940304,"min","mid","min","max","mid","max","null","ubiquitin-activating enzyme E1, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4563","PF3D7_1350500",FALSE,82.4866310160428,79.5263559969442,79.449961802903,65.0687547746371,65.9663865546218,63.9992360580596,18.4873949579832,72.7495543672014,82.4866310160428,"Mid",0.747723369380411,7.70131737181913,7.6062765817543,11.9557853002918,3.38454441501547,3.28112666692016,1.89890598212528,11.9557853002918,1.89890598212528,49.6203525920754,"mid","mid","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4564","PF3D7_1350600",FALSE,17.990832696715,21.0847975553858,19.7097020626432,23.5294117647059,30.3093964858671,24.7326203208556,12.318563789152,22.8927934810288,30.3093964858671,"Mid",0.718544613822112,6.36371583693959,8.03137464550851,5.01636404571039,14.6807891016178,6.20153498748943,9.33022503517499,14.6807891016178,5.01636404571039,9.44318380171059,"min","min","min","max","min","mid","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4565","PF3D7_1350700",FALSE,37.8724216959511,38.903743315508,33.0022918258212,44.9579831932773,39.1520244461421,35.7715813598167,11.9556913674561,38.2766743060861,44.9579831932773,"Mid",0.762657525613011,17.5039203426779,16.7773907599968,16.6340527215025,24.8016158621408,26.8917964409975,26.7331198352643,26.8917964409975,16.6340527215025,45.7649677081515,"min","min","min","max","max","max","null","N6-adenine-specific methylase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4566","PF3D7_1350800",FALSE,30.672268907563,26.7570664629488,27.0626432391138,15.5653170359053,14.6294881588999,16.4820473644003,16.0427807486631,21.8614718614719,30.672268907563,"Right",0.989326735479822,26.8533896212339,28.3618975574913,24.7148170480613,20.4377745184875,16.285004166827,15.0554529652877,28.3618975574913,15.0554529652877,23.1475824751265,"max","max","max","mid","min","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4567","PF3D7_1350900",FALSE,21.3139801375095,22.6126814362108,21.6577540106952,46.6004583651643,29.6027501909855,27.1772345301757,25.2864782276547,28.1608097784568,46.6004583651643,"Left",1.23650871998413,36.6468394520492,36.2809901768744,34.5649205957703,24.1555630207601,20.0157971682626,21.5235406762618,36.6468394520492,20.0157971682626,31.7987432361669,"max","max","max","min","min","min","ApiAP2","AP2 domain transcription factor AP2-O4, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"4568","PF3D7_1351000",FALSE,63.5599694423224,68.8311688311688,76.2605042016807,57.0664629488159,55.5958747135218,59.8548510313216,20.6646294881589,63.5281385281385,76.2605042016807,"Right",0.318632412044629,9.74216408029924,8.26083826434645,9.91313318123674,5.62752723923648,5.63357137362353,5.93023183715827,9.91313318123674,5.62752723923648,62.3167219410019,"max","mid","max","min","min","min","null","phosphatidylinositol transfer protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4569","PF3D7_1351100",FALSE,54.7746371275783,55.6913674560733,57.92589763178,57.1810542398778,46.4476699770817,53.4950343773873,11.4782276546983,54.2526101349631,57.92589763178,"Left",0.384269541634669,27.5920284367196,27.3898930655405,26.5892958139795,28.8878910020846,26.1990957335756,23.7194656670983,28.8878910020846,23.7194656670983,71.212253447373,"max","max","mid","max","mid","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4570","PF3D7_1351200",FALSE,49.7899159663866,75.3246753246753,67.5133689839572,40.5653170359053,39.2475171886937,39.6294881588999,36.0771581359817,52.0117137764197,75.3246753246753,"Left",0.466491046263019,17.5889679681511,19.0682783929328,16.7139109917205,22.9882155639581,22.1884109177626,22.4461862210296,22.9882155639581,16.7139109917205,45.5729621225345,"min","mid","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4571","PF3D7_1351300",FALSE,11.1153552330023,9.58747135217724,9.9694423223835,2.78838808250573,1.66157372039725,1.22230710466005,9.89304812834225,6.05742296918767,11.1153552330023,"Left",1.98645438734517,24.3326560957203,24.9306109563276,16.2110965262898,42.9289080360823,33.5105984309247,25.7309363721169,42.9289080360823,16.2110965262898,5.54197940303718,"min","min","min","max","mid","mid","null","conserved Plasmodium membrane protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4572","PF3D7_1351400",FALSE,97.5171886936593,97.135217723453,97.3834988540871,96.0275019098548,95.8938120702827,96.1993888464477,1.62337662337661,96.6927680162974,97.5171886936593,"Mid",0.35117833129177,45.107278149344,45.8817139463187,45.9145586108649,43.391833848633,42.3755931729714,41.1912100549906,45.9145586108649,41.1912100549906,98.3155873625415,"max","max","max","mid","min","min","null","60S ribosomal protein L17, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4573","PF3D7_1351500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2740443358352,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snoR21","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4574","PF3D7_1351600",FALSE,5.76776165011459,8.17417876241406,6.9327731092437,8.59434682964095,8.44155844155844,7.9449961802903,2.82658517952636,7.64260249554367,8.59434682964095,"Left",0.834150505853111,14.4759594065361,8.98868386045853,5.18695110011816,16.4062754038425,12.9092763240233,15.6901170802747,16.4062754038425,5.18695110011816,27.6117123407226,"max","mid","min","max","max","max","GK","glycerol kinase","Inactive_reddown","Inactive_reddown","Inactive_reddown","Inactive_reddown","Inactive_reddown","Inactive_reddown","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4575","PF3D7_1351700",FALSE,97.0397249809015,97.4598930481284,96.3521772345302,96.0656990068755,94.4996180290298,95.0534759358289,2.96027501909856,96.078431372549,97.4598930481284,"Left",0.723211602205897,6.88539759234249,6.11980120872773,3.53134620325339,13.2585422529227,9.7652418951171,10.2983730546979,13.2585422529227,3.53134620325339,65.3255367428871,"mid","min","min","max","mid","max","IMC1f","inner membrane complex protein 1f, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4576","PF3D7_1351800",FALSE,59.816653934301,60.0649350649351,61.2108479755539,86.2872421695951,83.4415584415584,82.4293353705118,26.4705882352941,72.2084288260759,86.2872421695951,"Left",0.85264733064858,29.3871686610354,27.0402501193203,25.7356517925038,37.2037583897272,33.3393821036394,32.1181120001271,37.2037583897272,25.7356517925038,66.1568336533426,"min","min","min","max","mid","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4577","PF3D7_1351900",FALSE,51.8525592055004,72.3262032085562,75.7448433919022,43.7547746371276,48.8158899923606,47.6890756302521,31.9900687547746,56.6972243442832,75.7448433919022,"Left",1.20852702295664,8.93506600166134,9.65099899333045,8.98720478841362,22.4452438004169,23.3881545196461,25.1897544604281,25.1897544604281,8.93506600166134,76.8262349450166,"min","min","min","max","max","max","null","conserved protein, unknown function","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive","Inactive","Inactive","Active","Active","Active"
"4578","PF3D7_1352000",FALSE,60.485103132162,58.9763177998472,61.9938884644767,49.4843391902215,56.6844919786096,49.7135217723453,12.5095492742552,56.2229437229437,61.9938884644767,"Left",0.355077965915228,8.28971976577843,5.66237590132938,6.18225967610984,7.87147949001478,9.34009552059909,10.4381745428892,10.4381745428892,5.66237590132938,40.9408273695235,"mid","min","min","mid","max","max","null","GTP-binding protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4579","PF3D7_1352100",FALSE,39.8013750954927,30.0993124522536,40.3361344537815,68.3155080213904,53.5141329258976,63.7318563789152,38.2161955691367,49.2997198879552,68.3155080213904,"Right",0.653845713467405,21.5704359612578,18.5148228082091,20.0777876354328,13.9377130324947,13.107688119081,12.7762111151212,21.5704359612578,12.7762111151212,38.2418397626113,"max","mid","max","min","min","min","ABCB6","ABC transporter B family member 6, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4580","PF3D7_1352200",FALSE,41.8067226890756,39.1711229946524,47.4598930481283,81.9136745607334,84.5683728036669,82.6776165011459,45.3972498090145,62.9329004329004,84.5683728036669,"Left",0.865645640572892,29.2599561909333,27.6604292512751,29.2161306947051,21.0093069621503,17.6170223252279,17.8900797687038,29.2599561909333,17.6170223252279,64.5466049921452,"max","max","max","min","min","min","UTP15","U3 small nucleolar RNA-associated protein 15, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4581","PF3D7_1352300",FALSE,47.2880061115355,40.5844155844156,34.3773873185638,45.9511077158136,44.9197860962567,40.0305576776165,12.9106187929717,42.1918767507003,47.2880061115355,"Left",0.630045874313921,17.7959111978518,18.2824270249656,11.4513481580672,10.138999175771,9.80831001544336,10.7610386621371,18.2824270249656,9.80831001544336,50.2661895618782,"max","max","min","min","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4582","PF3D7_1352400",FALSE,72.0015278838808,69.9006875477464,64.7249809014515,60.2368220015279,58.2505729564553,57.0473644003056,14.9541634835753,63.6936592818946,72.0015278838808,"Left",0.556763844073591,11.1609821817312,12.3921705687028,12.9341971197878,18.649455884521,17.8202878915568,17.0623045597289,18.649455884521,11.1609821817312,50.0938209111538,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4583","PF3D7_1352500",FALSE,99.0068754774637,99.3697478991597,98.9113827349122,97.7272727272727,97.9564553093965,97.6126814362108,1.75706646294881,98.4307359307359,99.3697478991597,"Left",0.427282511416387,7.06934396116943,8.74782615319838,6.1174414329217,10.4945712700616,6.44495315600101,4.74762149151119,10.4945712700616,4.74762149151119,97.4602897538837,"mid","max","min","max","min","min","null","thioredoxin-related protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"4584","PF3D7_1352600",FALSE,5.55767761650115,4.69824293353705,3.39954163483575,2.44461420932009,1.06951871657754,2.38731856378915,4.48815889992361,3.25948561242679,5.55767761650115,"Left",2.18230090884766,37.4928432536516,34.9950440743531,31.7930202792099,8.14089602965056,10.0244064747968,10.9500186011326,37.4928432536516,8.14089602965056,7.37694187467272,"max","max","max","min","min","min","null","protein kinase, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"4585","PF3D7_1352700",FALSE,58.5752482811306,60.5233002291826,56.3789152024446,55.8632543926662,51.1077158135982,58.3842627960275,9.41558441558443,56.8054494525083,60.5233002291826,"Left",0.458351301104141,27.1524464373949,26.2392701605287,25.8809189786945,32.0457439785452,29.3410768050167,30.2568440845452,32.0457439785452,25.8809189786945,47.9293943096526,"min","min","min","max","mid","max","AQR","intron-binding protein aquarius, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
