Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_1439400;PF3D7_1439400.1;cytochrome b-c1 complex subunit Rieske, putative;45;93.5;50.18;15.99;15.11;73.79;184.73;334.3;321.7;87.48;32.44;24.15;54.82;303.17;436.08;438.53
PF3D7_1439500;PF3D7_1439500.1;oocyst rupture protein 2, putative;22.6;92.2;180.92;265.9;52.63;9.07;41.71;102.53;115.65;157.61;201.07;40.29;10.5;35.36;94.4;99.87
PF3D7_1439600;PF3D7_1439600.1;cytochrome c oxidase subunit ApiCOX26, putative;43.8;93.4;35.25;15.19;14.35;72.57;209.19;332.5;290.99;59.25;32.48;24.05;57.54;293.8;382.13;370.08
PF3D7_1439700;PF3D7_1439700.1;leucine carboxyl methyltransferase, putative;20.9;73.2;11.67;4.79;5.66;71.05;63.8;84.53;84.02;23.27;10.24;7.96;65.63;150.12;78.27;83.17
PF3D7_1439800;PF3D7_1439800.1;vesicle-associated membrane protein, putative;82.8;94.7;286.98;248.24;301.25;224.12;382.93;159.27;139.19;246.31;206.48;237.88;300.51;368.67;174.73;164.63
PF3D7_1439900;PF3D7_1439900.1;triosephosphate isomerase;85.1;97.8;125.91;216.82;166.88;1252.44;956.41;597.45;602.59;287.42;553.98;598.74;1789.27;1346.23;773.27;803.78
PF3D7_1440000;PF3D7_1440000.1;conserved Plasmodium protein, unknown function;10.2;44.7;20.01;10.6;4.63;3.46;16.27;23;27.77;16.6;7.67;4;3.77;18.76;19.66;20.7
PF3D7_1440100;PF3D7_1440100.1;conserved Plasmodium protein, unknown function;39.2;83.8;53.7;17.02;7.13;29.64;107.01;139.24;147.23;62.08;20.79;8.36;36.82;144.75;178.99;188.4
PF3D7_1440200;PF3D7_1440200.1;stromal-processing peptidase, putative;23.7;45.8;10.74;5.66;10.22;28.77;25.53;16.46;18.83;13.81;7.94;11.57;38.07;37.22;23.61;24.14
PF3D7_1440300;PF3D7_1440300.1;porphobilinogen synthase;16.8;35.8;4.84;3.47;3.28;13.12;19.84;22.44;17.61;9.58;3.72;7.7;29.82;27.02;16.04;20.91
PF3D7_1440400;PF3D7_1440400.1;zinc finger protein, putative;8.2;52;20.35;7.66;1.74;2.65;7.78;38.01;36.81;19.64;7.13;1.78;3.55;13.99;46.33;50.81
PF3D7_1440500;PF3D7_1440500.1;allantoicase, putative;24.1;58.5;7.57;11.34;14.73;46.65;37.77;30.51;18.79;13.96;14.4;24.16;55.13;27.73;21.81;19.5
PF3D7_1440600;PF3D7_1440600.1;protein SOC3, putative;0;19;3.54;4.23;1.6;2.74;0;10.2;5.28;4.45;3.85;2.11;4.15;5.09;11.72;7.57
PF3D7_1440700;PF3D7_1440700.1;AP-3 complex subunit mu, putative;61.2;82.2;52.4;36.64;84.41;92.36;84.17;52.51;56.74;45.1;31.32;62.86;102.18;95.26;83.74;80.96
PF3D7_1440800;PF3D7_1440800.1;major facilitator superfamily domain-containing protein, putative;39.6;83;19.07;12.46;19.09;141.72;78.62;90.47;77.74;39.45;26.11;46.85;184.18;110.47;96.88;91.96
PF3D7_1440900;PF3D7_1440900.1;conserved Plasmodium protein, unknown function;10.8;72.2;29.48;20.05;3.16;3.61;4.24;77.69;80.79;39.93;33.06;8.34;16.76;10.9;112.46;114.36
PF3D7_1441000;PF3D7_1441000.1;cytoplasmic tRNA 2-thiolation protein 2, putative;34.8;66.6;31.74;44.41;33.3;32.71;19.68;37.63;34.09;36.47;47.68;29.5;37.55;21.92;45.28;50.43
PF3D7_1441100;PF3D7_1441100.1;conserved Plasmodium protein, unknown function;90.7;98.4;936.99;894.64;842.08;1670.71;493.84;263.96;241.75;924.5;926.38;1220.91;1559.49;321.34;221.89;192.5
PF3D7_1441200;PF3D7_1441200.1;60S ribosomal protein L1, putative;88.3;97.5;266.73;360.22;353.98;1131.21;530.21;195.42;219.13;424.8;666.94;676.9;1551.14;1219.65;281.94;305.41
PF3D7_1441300;PF3D7_1441300.1;serine/threonine protein kinase, putative;13.7;49.8;24.57;9.17;3.8;4.9;11.97;30.68;27.52;20.37;7.99;3.24;3.66;10.78;22.77;23.67
PF3D7_1441400;PF3D7_1441400.1;FACT complex subunit SSRP1, putative;62.7;91.6;42.06;38.33;51.96;125.36;292.84;61.35;66.44;46.99;46.38;68.26;158.97;184.13;67.02;70.32
PF3D7_1441500;PF3D7_1441500.1;conserved Plasmodium protein, unknown function;66.9;77;55.13;48.88;33.59;70.62;108.66;77.92;94.51;50.71;50.76;35.6;60.14;113.88;103.78;96.98
PF3D7_1441600;PF3D7_1441600.1;acid cluster protein 33 homologue, putative;41.4;67.2;25.26;17.22;19.53;24.53;52.44;65.25;65.54;29.49;21.55;21.38;32.09;55.98;66.76;60.65
PF3D7_1441700;PF3D7_1441700.1;mitochondrial inner membrane protease ATP23, putative;10.4;36.4;7.94;10.69;2.83;11.08;6.51;5.89;9.34;6.29;8.46;1.9;12.39;8.58;15.79;11.47
PF3D7_1441800;PF3D7_1441800.1;vacuolar protein sorting-associated protein 60, putative;54;74.2;37.25;24.75;16.13;88.43;77.98;47.04;71.89;32.28;26.47;13.25;61.26;73.64;61.06;69.29
PF3D7_1441900;PF3D7_1441900.1;RNA polymerase II transcription factor B subunit 5, putative;52;71.9;26.81;60.63;30.01;68.54;58.61;79.55;45.03;42.46;98.8;62.41;100.38;112.96;39.97;23.83
PF3D7_1442000;PF3D7_1442000.1;ADP-ribosylation factor, putative;27;59.4;8.92;22.41;12.1;48.36;32.49;18.38;19.97;10.65;18.26;14.79;60.4;31.04;13.95;12.48
PF3D7_1442100;PF3D7_1442100.1;replication factor A protein 3, putative;51.3;86.3;89.48;21.42;26.98;181.04;172.11;135.24;144.76;77.81;25.77;26.71;143.2;159.35;135.91;133.82
PF3D7_1442200;PF3D7_1442200.1;GTP-binding protein, putative;23.6;38.5;7.83;11.77;3.89;16.93;15.93;13.51;14.07;8.76;10.38;3.91;17.92;21.25;14.03;16.73
PF3D7_1442300;PF3D7_1442300.1;tRNA import protein tRIP;65.9;90.2;123.93;112.04;66.28;246.03;145.88;68.79;62.31;249.75;209.17;162.56;401.08;389.5;85.06;86.79
PF3D7_1442400;PF3D7_1442400.1;conserved Plasmodium protein, unknown function;56.7;74.8;36.99;36.22;53;45.1;74;48.62;44.9;29.32;25.87;38.35;29.72;30.93;37.58;34.69
PF3D7_1442500;PF3D7_1442500.1;geranylgeranyl transferase type-2 subunit alpha, putative;16;42.2;5.03;3.25;6.65;25.13;20.62;13.06;16.89;5.69;6.23;9.61;34.28;28.25;16.04;18.07
PF3D7_1442600;PF3D7_1442600.1;TRAP-like protein;7;28;0.93;2.66;1.62;10.16;11.25;13.17;17.11;1.83;2.7;1.72;3.83;3.5;7.07;8.27
PF3D7_1442700;PF3D7_1442700.1;conserved Plasmodium protein, unknown function;16.4;23.5;6.1;4.45;2.51;6.75;9.52;10.23;9.51;5.38;4.26;2.3;3.14;6.66;10.04;9.57
PF3D7_1442800;PF3D7_1442800.1;conserved Plasmodium protein, unknown function;14.6;37.6;6.78;3.41;1.38;10.51;17.31;16.78;24.31;19.96;16.41;2.97;19.11;28.35;26.98;30.83
PF3D7_1442900;PF3D7_1442900.1;protein transport protein SEC7, putative;57.9;87.9;159.5;167.5;96.72;45.44;73.59;75.51;80.15;129.11;147.84;83.04;31.59;45.56;61.21;59.76
PF3D7_1443000;PF3D7_1443000.1;serine/threonine protein kinase;26.2;61.3;24.56;14.23;5.41;11.02;20.42;52.75;51.64;21.94;12.82;4.54;8.14;28.71;55.93;61.83
PF3D7_1443100;PF3D7_1443100.1;conserved Plasmodium protein, unknown function;53.7;77.4;40.89;24.24;33.87;69.27;86.65;95.26;103.31;36.77;22.64;29.15;47.49;42.82;94.55;97.7
PF3D7_1443200;PF3D7_1443200.1;heptatricopeptide repeat-containing protein, putative;17.9;47.1;8.85;9.87;10.88;29.1;18.36;10.19;14.36;8.29;10.73;10.75;29.61;20.45;12.39;12.89
PF3D7_1443300;PF3D7_1443300.1;U6 snRNA-associated Sm-like protein LSm5, putative;42;90.9;17.87;76.99;32.74;265.86;48.84;92.81;108.08;54.6;148.2;89.62;361.2;142.89;127.33;100.62
PF3D7_1443400;PF3D7_1443400.1;WD repeat-containing protein;47.3;75.9;37.35;17.72;24.66;67.69;103.29;70.09;74.69;32.07;15.87;21.23;66.06;138.83;72.56;69.83
PF3D7_1443500;PF3D7_1443500.1;poly(A)-specific ribonuclease PARN, putative;16.8;54.3;4.44;5.46;3.87;39.77;19.63;18.02;11.35;7.29;5.11;4.29;42.79;29.21;15.92;12.52
PF3D7_1443600;PF3D7_1443600.1;gamma-tubulin complex component, putative;28.3;43.9;12.48;7.86;3.81;14.5;29.91;23.15;24.51;12.06;7.63;3.78;13.36;26.14;24.33;25.32
PF3D7_1443700;PF3D7_1443700.1;dephospho-CoA kinase, putative;41.7;87.4;47.06;20.7;8.09;50.85;152.18;184.42;144.76;48.37;25.19;10.29;48.05;173.32;159.8;137.5
PF3D7_1443800;PF3D7_1443800.1;pre-mRNA-splicing factor CWC24, putative;68.2;86.2;88.24;128.16;112.93;125.35;158.36;67.79;74.87;65.56;93.43;85.41;90.29;91.01;57.97;66.37
PF3D7_1443900;PF3D7_1443900.1;heat shock protein 90, putative;55;85.3;45.96;25.6;34.38;166.2;157.84;119.5;130.67;56.45;29.52;40.69;206.9;201.83;125.63;124.86
PF3D7_1444000;PF3D7_1444000.1;conserved Plasmodium protein, unknown function;0;10.5;0.8;0;0;0;0;5.93;5.37;2.26;2.3;0.95;2.3;3.46;6.62;7.11
PF3D7_1444100;PF3D7_1444100.1;conserved Plasmodium protein, unknown function;10.7;15.3;2.77;2.69;0.77;5.51;3.17;8.23;8.38;3.37;2.66;0.93;3.04;4;9.17;9.11
PF3D7_1444200;PF3D7_1444200.1;calmodulin-like protein;11.6;29.1;2.63;3.78;2.68;4.07;14.37;13;8.83;5.95;5.55;4.19;4.63;10.42;21.05;20.13
PF3D7_1444300;PF3D7_1444300.1;1-acyl-sn-glycerol-3-phosphate acyltransferase, putative;74.7;97.7;70.3;84.42;69.01;559.65;703.96;814.67;827.73;161.55;176.63;172.33;409.19;875.19;916.4;949.03
PF3D7_1444400;PF3D7_1444400.1;conserved Plasmodium protein, unknown function;15.2;46.3;8.32;15.58;1.47;29.42;7.91;25.49;31.59;32.33;46.45;11.01;51.4;19.54;28.76;36.71
PF3D7_1444500;PF3D7_1444500.1;eukaryotic translation initiation factor 2-alpha kinase 1;28.1;77.1;79.62;70.52;38.08;17.94;13.42;18.65;25.53;78.52;76.7;35.95;18.8;16.68;21.5;23.48
PF3D7_1444600;PF3D7_1444600.1;conserved Plasmodium protein, unknown function;0;42;5.98;3.22;0;10.42;16.33;27.71;15.06;15.22;7.74;2.68;17.22;24.22;37.13;23.25
PF3D7_1444700;PF3D7_1444700.1;shikimate dehydrogenase, putative;36.4;78.4;38.02;18.9;5.95;79.31;117.23;86.79;94.98;44.67;32;8.15;71.13;160.09;94.49;104.72
PF3D7_1444800;PF3D7_1444800.1;fructose-bisphosphate aldolase;95;99.5;580.34;406.97;513.89;3672.6;2790;1714.26;1711.5;880.74;712.71;979.99;3446.11;3346.58;1826.46;1795.42
PF3D7_1444900;PF3D7_1444900.1;conserved protein, unknown function;20.3;70.7;9.48;11.35;9.65;75.93;46.08;11.73;28.32;13.11;10.92;8.18;59.69;40.98;36.66;39.81
PF3D7_1445000;PF3D7_1445000.1;prolyl hydroxylase-like protein, putative;16.8;62.9;17.02;11.58;6.84;6.25;46.52;46.52;55.68;31.17;21.67;8.29;16.99;106.46;98.7;92.58
PF3D7_1445100;PF3D7_1445100.1;histidine--tRNA ligase, putative;64.7;85;73.2;115.05;102.82;135.75;99.38;60.88;59.46;138.17;216.07;202.76;208.01;153.32;103.16;97.03
PF3D7_1445200;PF3D7_1445200.1;ATP-dependent RNA helicase MAK5, putative;22.2;78.7;86.22;84.24;65.17;72.83;38.76;12.73;13.06;86.3;91.28;70.73;83.12;30.15;15.92;20.33
PF3D7_1445300;PF3D7_1445300.1;mitochondrial ribosomal protein S29 precursor, putative;23.3;49;10.85;5.52;4.29;16.81;36.23;15.65;18.22;14.49;8.85;5.04;20.97;59.25;22.22;22.1
PF3D7_1445400;PF3D7_1445400.1;protein serine/threonine kinase-1;51.2;91;170.71;152.03;176.67;120.1;44.06;37.57;37.5;129.08;107.83;137.94;94.76;27.47;24.31;26.95
PF3D7_1445500;PF3D7_1445500.1;conserved Plasmodium protein, unknown function;50.1;80.9;59.54;92.93;77.91;107.34;53.14;36.06;40.83;94.19;153.27;128.41;176.78;51.21;66.45;68.42
PF3D7_1445600;PF3D7_1445600.1;RNA-binding protein, putative;35.2;83.6;116.02;85.83;53.76;47.55;20.03;66.83;52.32;135.08;100.58;67.81;76.08;33.32;63.24;57.23
PF3D7_1445700;PF3D7_1445700.1;conserved Plasmodium protein, unknown function;64.6;90.5;188.49;197.99;169.16;225.1;133.05;59.55;59.16;155.86;169.99;158.91;217.54;167.86;57.49;60.62
PF3D7_1445800;PF3D7_1445800.1;conserved Plasmodium membrane protein, unknown function;16;28.8;4.07;4.39;3.22;8.42;14.02;11.76;11.66;6.83;5.21;2.61;4.27;9.95;15.38;13.75
PF3D7_1445900;PF3D7_1445900.1;ATP-dependent RNA helicase DDX5, putative;73.6;95;400.81;359.18;321.82;449.4;254.77;85.81;91.63;358.4;355.29;331.41;397.29;295.8;83.52;87.22
PF3D7_1446000;PF3D7_1446000.1;U5 spliceosomal RNA;43.6;86.7;28.04;15.1;23.78;184.7;178.85;173.38;62.81;60.82;34.99;30.69;157.07;176.75;61.95;48.48
PF3D7_1446100;PF3D7_1446100.1;conserved Plasmodium protein, unknown function;10.8;50.7;11.14;18.14;5.53;35.36;8.91;11.09;6.39;15.06;36.77;13.14;39.39;7.04;9.9;11.47
PF3D7_1446200;PF3D7_1446200.1;M17 leucyl aminopeptidase;68.1;95.8;52.04;149.35;232.34;609.01;277.88;179.65;155.63;86.11;223.47;381.24;561.76;303.23;201.85;205.02
PF3D7_1446300;PF3D7_1446300.1;conserved Plasmodium membrane protein, unknown function;58.4;74.4;57.96;73.46;43.42;83.18;50.99;62.97;69.87;50.52;65.26;36.97;57.41;39.32;53.97;59.82
PF3D7_1446400;PF3D7_1446400.1;pyruvate dehydrogenase E1 component subunit beta;30.4;48.3;17.09;11.8;11.59;14.26;16.77;22.76;20.61;13.63;12.87;10.99;13.67;20.83;20.33;20.78
PF3D7_1446500;PF3D7_1446500.1;nucleoporin NUP313, putative;53;78.6;45.6;70.76;66.74;81.72;83.98;42.35;39.58;49.81;71.23;65.83;81.42;70.53;43.61;42.83
PF3D7_1446600;PF3D7_1446600.1;centrin-2;55.7;90.4;89.52;36.01;17.56;42.62;259.43;136.04;130.46;92.75;43.48;19.96;50.23;270.37;133.14;122.26
PF3D7_1446700;PF3D7_1446700.1;conserved Plasmodium protein, unknown function;26.2;89.3;32.59;6.58;9.33;81.67;141.95;215.33;205.28;54.15;20.82;17.63;77.98;224.46;297.39;290.09
PF3D7_1446800;PF3D7_1446800.1;heme detoxification protein;29.2;70.2;20.35;7.62;6.3;74.05;62.88;36.11;65.41;22.03;15.8;8.45;72.22;135.76;63.04;75.39
PF3D7_1446900;PF3D7_1446900.1;glutaminyl-peptide cyclotransferase, putative;60.4;90.2;48.42;34.25;49.27;194.2;254.3;119.74;121.21;55.32;41.28;52.99;139.25;150.28;121.13;133.29
PF3D7_1447000;PF3D7_1447000.1;40S ribosomal protein S5;94;99.1;331.84;517.77;791.61;2498.85;2127.9;723.26;693.19;404.94;645.63;1108.56;1956.37;1887.99;594.65;548.6
PF3D7_1447100;PF3D7_1447100.1;conserved Plasmodium protein, unknown function;70.4;83.4;67.88;75.82;49.89;146.11;96.21;74.62;76.03;76.81;116.56;65.29;159.94;110.02;89.57;72.65
PF3D7_1447200;PF3D7_1447200.1;conserved protein, unknown function;67.4;92.4;235.59;278.18;172.2;133.51;109.04;71.45;65.87;168.11;188.76;128.53;81.24;57.97;35.62;32.62
PF3D7_1447300;PF3D7_1447300.1;mitochondrial ribosomal protein S14 precursor, putative;0;73.7;9.68;0;6.57;86.24;44.09;17.95;27.1;18.25;4.65;11.56;73.57;95.86;22.72;33.46
PF3D7_1447400;PF3D7_1447400.1;conserved Plasmodium protein, unknown function;18.5;65.4;6.46;20.1;25.56;61.72;43.15;10.65;14.47;17.05;40.09;50.13;79.24;56.6;17.84;14.36
PF3D7_1447500;PF3D7_1447500.1;inner membrane complex protein, putative;0;28.5;7.54;5.42;3.84;8.77;0;4.66;12.67;6.4;6.52;3;4.22;1.36;7.29;9.31
PF3D7_1447600;PF3D7_1447600.1;conserved protein, unknown function;0;20.6;5.98;0;0;0;0;0;5.02;4.23;3.44;1.78;2.15;4.84;2.48;6.64
PF3D7_1447700;PF3D7_1447700.1;conserved protein, unknown function;35.7;76.1;14.88;10.3;9.73;39.53;78.44;96.6;92.85;35.48;19.89;24.43;55.88;130.92;116.23;125.6
PF3D7_1447800;PF3D7_1447800.1;calponin homology domain-containing protein, putative;11;52.2;10.37;17.49;14.66;10.24;8.53;7.83;6.47;9.08;13;12.54;10.88;10.9;8.36;6.66
PF3D7_1447900;PF3D7_1447900.1;multidrug resistance protein 2;46.9;86.8;21.87;24.71;52.85;186.44;72.91;36.28;35.25;28.98;30.21;54.36;228.56;103.95;45.23;46.38
PF3D7_1448000;PF3D7_1448000.1;U3 small nucleolar RNA-associated protein 12, putative;26.9;73.7;50.71;70.16;45.65;82.02;30.46;15.9;25.44;67.32;99.47;66.52;110.49;35.96;24.14;23.39
PF3D7_1448100;PF3D7_1448100.1;conserved Plasmodium protein, unknown function;21.3;73.7;31.62;70.11;37.86;45.4;30.5;20.7;12.5;27.89;49.28;29.43;39.29;23.11;19.26;9.65
PF3D7_1448200;PF3D7_1448200.1;condensin-2 complex subunit G2, putative;5;13.4;2.11;1.46;0.77;4.56;3.3;2.24;4.57;4.36;4.17;4.51;13.78;4.08;7.63;9.73
PF3D7_1448300;PF3D7_1448300.1;conserved protein, unknown function;41.8;68.7;40.3;44.84;37.39;24.77;43.69;41.18;38.42;37.68;43.09;35.99;26.22;47.86;39.55;43.01
PF3D7_1448400;PF3D7_1448400.1;ubiquitin-protein ligase, putative;37.2;86.6;29.74;11.06;13.93;128.81;187.12;138.1;142.33;49.99;24.52;28.74;143.49;215.44;190.36;199.24
PF3D7_1448500;PF3D7_1448500.1;conserved Plasmodium protein, unknown function;31.1;44.5;19.68;9.8;6.61;14.87;30.66;23.18;28.93;15.45;8.13;5.05;10.96;23.5;22.87;23.84
PF3D7_1448600;PF3D7_1448600.1;SNARE protein, putative;34.4;72.9;58.13;57.2;47.47;50.05;31.38;21.3;38.58;50.75;45.05;38.13;45.13;59.71;32.11;36.69
PF3D7_1448700;PF3D7_1448700.1;HSP20-like chaperone, putative;17.8;71.3;60.03;54.66;34.43;41.86;14.92;10.12;16.5;53.72;61.29;34.54;48.47;38.92;14.92;18.2
PF3D7_1448800;PF3D7_1448800.1;Appr-1-p processing domain protein;9.1;45.8;10.68;10.79;10.19;26.39;25.55;4.95;22.43;15.49;17.3;12.36;31.74;62.04;14.94;20.78
PF3D7_1448900;PF3D7_1448900.1;conserved protein, unknown function;17.6;72.2;4.8;10.33;2.44;72.48;65.55;35.59;80.58;10.86;13.81;2.86;65.63;67.38;47.69;51.53
PF3D7_1449000;PF3D7_1449000.1;gamete egress and sporozoite traversal protein, putative;0;33.6;9.52;7.1;5.21;3.4;0;5.43;14.76;9.94;8.01;4.81;5.27;9.49;10.92;11.39
PF3D7_1449100;PF3D7_1449100.1;CLASP domain-containing protein, putative;23.2;72.1;43.18;19.82;7.92;9.46;37.73;74.19;80.27;38.55;17.94;8.45;7.48;30.59;73.75;73.03
PF3D7_1449200;PF3D7_1449200.1;conserved Plasmodium protein, unknown function;37.6;99.7;337.01;114.14;6.47;142.88;243.31;3373.14;3325.65;700.29;201.41;29.1;191.31;199.24;3445.24;3271.01
PF3D7_1449300;PF3D7_1449300.1;transcription factor IIIb subunit, putative;56.2;91.8;243.75;207.5;132.69;44.54;98.92;44.42;52.75;200.68;174.55;112.64;49.06;76.77;53.13;54.81
PF3D7_1449400;PF3D7_1449400.1;crossover junction endonuclease MUS81, putative;22.2;34.6;12.9;6.02;2.63;10.66;18.02;13.82;14.93;11.03;5.36;2.91;9.43;10.68;14.01;15.5
PF3D7_1449500;PF3D7_1449500.1;AP2 domain transcription factor AP2-O5, putative;50.9;86.4;77.39;109.13;115.29;35.51;130.82;45.33;44.48;52.28;68.47;78.43;24.32;45.11;27.21;24.71
PF3D7_1449600;PF3D7_1449600.1;conserved protein, unknown function;16;66;24.54;19.83;5.51;5.87;11.84;62.93;58.21;23.69;18.29;4.96;6.93;12.48;68.78;62.31
PF3D7_1449700;PF3D7_1449700.1;exosome complex exonuclease RRP6;47.1;76;51.14;80.29;46.66;53.66;40.31;32.71;37.17;53.42;72.66;40.58;55.57;51.62;35.33;36.35
PF3D7_1449800;PF3D7_1449800.1;conserved protein, unknown function;51.7;82.2;104.45;82.72;65.66;76.17;100.76;68.38;37.85;74.16;65.46;65.42;56.54;45.37;71.27;61.45
PF3D7_1449900;PF3D7_1449900.1;conserved protein, unknown function;70.7;82.7;66.28;67.36;41.89;123.01;128.57;130.88;138.29;93.14;91.74;53.61;136.53;141.5;114.26;101.78
PF3D7_1450000;PF3D7_1450000.1;serine/threonine protein kinase, putative;77.4;84.9;123.78;111.96;66.43;142.74;111.01;118.38;120.21;176.98;154.26;82.56;147.63;134.26;132.99;134.33
PF3D7_1450100;PF3D7_1450100.1;signal recognition particle subunit SRP54;72.6;90.4;204.84;186.92;135.89;158.15;89.5;82.33;83.12;212.42;200.94;166.17;171.71;102.6;78.97;81.95
PF3D7_1450200;PF3D7_1450200.1;conserved Plasmodium protein, unknown function;45.1;80.8;60.28;105.12;59.89;56.72;31.38;63.89;57.87;69.83;127.3;67.69;80.62;46.52;63.02;61.68
PF3D7_1450300;PF3D7_1450300.1;NADPH--cytochrome P450 reductase, putative;38.1;66.8;33.47;48.06;24.85;45.99;29.92;24.21;31.12;44.66;75.16;35.69;53.86;57.99;35.05;38.67
PF3D7_1450400;PF3D7_1450400.1;zinc finger protein, putative;46.6;79.7;70.54;98.53;61.73;49.38;32.94;53.14;50.79;68.13;96.1;56.92;57.91;42.06;64.17;62.44
PF3D7_1450500;PF3D7_1450500.1;conserved Plasmodium protein, unknown function;14.2;38.9;14.77;6.29;2.58;5.12;8.43;24.94;23.33;13.72;5.52;2.63;3.86;10.48;24.1;24.41
PF3D7_1450600;PF3D7_1450600.1;S-adenosylmethionine-dependent methyltransferase, putative;44.4;81.4;26.04;53.42;46.38;85.75;135.57;29.9;31.25;30.17;68.02;56.26;96;115.56;30.56;32.38
PF3D7_1450700;PF3D7_1450700.1;conserved Plasmodium protein, unknown function;30.7;90.9;167.6;202.33;175.35;64.82;46.53;18.51;34.52;118.07;128.31;117.94;46.93;25.06;15.56;20.22
PF3D7_1450800;PF3D7_1450800.1;conserved protein, unknown function;16.3;50.2;10.13;6.54;1.65;34.84;35.43;19.53;14.97;10.08;10.03;3.39;32.09;38.95;34.57;26.11
PF3D7_1450900;PF3D7_1450900.1;acetyl-CoA acetyltransferase, putative;21.5;56.4;8.22;4.92;3.72;43.54;44.95;28.81;30.7;11.37;7.1;4.91;46.06;76.02;30.28;27.42
PF3D7_1451000;PF3D7_1451000.1;conserved Plasmodium protein, unknown function;32.4;52.7;11.55;10.97;14.98;25.79;32.18;22.68;22.06;12.94;13.43;15.14;28.92;35.23;20.26;23.32
PF3D7_1451100;PF3D7_1451100.1;elongation factor 2;97.3;99.1;755.38;1058.44;1970.59;2355.63;1195;796.34;752.12;778.94;1182.85;2251.44;2461.81;1755.78;743.11;740.26
PF3D7_1451200;PF3D7_1451200.1;conserved Plasmodium protein, unknown function;65.1;96.1;509.42;394.73;222.97;116.84;74.15;61.11;69.99;399.48;307.61;179.76;93.79;65.56;47.76;51.24
PF3D7_1451300;PF3D7_1451300.1;E3 SUMO-protein ligase NSE2, putative;48.4;94.5;48.34;18.78;17.74;119.75;238.28;385.14;292.9;74.88;30.12;26.97;147.25;295.43;392.64;361.11
PF3D7_1451400;PF3D7_1451400.1;transcriptional regulatory protein sir2b;26.4;58.5;16.2;22.72;20.75;38.64;21.38;15.54;19.71;18.89;30.65;27.6;43.59;26.41;21.06;21.53
PF3D7_1451500;PF3D7_1451500.1;pre-mRNA-splicing factor CWF18, putative;43;90;192.13;167.14;160.43;42.94;100.99;45.69;28.97;136.57;128.38;127.2;44.94;71.86;31.63;20.99
PF3D7_1451600;PF3D7_1451600.1;LCCL domain-containing protein;6;21.8;4;2.72;2.57;4.89;3.45;3.12;6.36;5.12;3.64;3.52;6.37;3.87;9.42;8.27
PF3D7_1451700;PF3D7_1451700.1;calcineurin subunit B;33.6;96.1;21.51;16.54;5.21;23.8;123.15;505.25;464.49;78.21;35.98;9.78;42.77;165.97;557.4;570.54
PF3D7_1451800;PF3D7_1451800.1;sortilin;66.2;96;79.75;46.45;111.59;312.59;624.99;267.16;260.42;117.86;66.43;176.11;378.86;575.25;370.29;384.95
PF3D7_1451900;PF3D7_1451900.1;ribosome biogenesis protein TSR1, putative;46.9;84.7;103.88;123.7;99.95;97.08;67.72;44.64;32.7;91.71;107.93;81.46;78.08;52.78;40.76;35.27
PF3D7_1452000;PF3D7_1452000.1;rhoptry neck protein 2;35.2;89.5;65.25;58.18;11.77;18.38;31.39;218.61;217.85;61.64;52.25;13.17;14.63;28.96;239.21;240.19
PF3D7_1452100;PF3D7_1452100.1;leucine-rich repeat protein;12.4;68.5;41.94;28.96;8.76;69.99;2.94;11.97;7.23;64.19;65.03;17.01;80.8;6.97;15.15;13.15
PF3D7_1452200;PF3D7_1452200.1;aminomethyltransferase, putative;9.7;23.5;1.74;4.49;1.06;5.65;9.49;11.59;9.33;4.12;4.8;3.11;20.5;16.88;13.81;10.8
PF3D7_1452300;PF3D7_1452300.1;DER1-like protein;21.3;56.9;32.35;14.38;7.84;8.36;14.03;15.24;22.43;26.14;10.94;6.13;19.72;43.27;22.12;18.64
PF3D7_1452400;PF3D7_1452400.1;conserved Plasmodium protein, unknown function;46.6;82;96.3;113.74;81.94;59.25;44.24;32.27;35.35;84.35;106.73;95.42;88.78;43.5;35.53;37.62
