Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_1418000;PF3D7_1418000.1;ubiquitin fusion degradation protein 1, putative;59.4;72.5
PF3D7_1418100;PF3D7_1418100.1;liver specific protein 1, putative;5.9;12.7
PF3D7_1418200;PF3D7_1418200.1;conserved Plasmodium protein, unknown function;19.3;60.2
PF3D7_1418300;PF3D7_1418300.1;calmodulin, putative;30.2;61.7
PF3D7_1418400;PF3D7_1418400.1;tRNA Proline;0;6.5
PF3D7_1418800;PF3D7_1418800.1;signal recognition particle RNA;15;45
PF3D7_1418900;PF3D7_1418900.1;ATP-dependent RNA helicase DBP4, putative;33.8;84.4
PF3D7_1419000;PF3D7_1419000.1;conserved Plasmodium protein, unknown function;39.9;90.9
PF3D7_1419100;PF3D7_1419100.1;ATP-dependent rRNA helicase SPB4, putative;39.8;82.1
PF3D7_1419200;PF3D7_1419200.1;thioredoxin-like protein, putative;21;83.5
PF3D7_1419300;PF3D7_1419300.1;glutathione S-transferase;42.8;90.9
PF3D7_1419400;PF3D7_1419400.1;conserved Plasmodium membrane protein, unknown function;48.8;72.2
PF3D7_1419500;PF3D7_1419500.1;conserved Plasmodium protein, unknown function;14;59.7
PF3D7_1419600;PF3D7_1419600.1;conserved Plasmodium protein, unknown function;53.3;78.4
PF3D7_1419700;PF3D7_1419700.1;conserved Plasmodium protein, unknown function;95.4;97.9
PF3D7_1419800;PF3D7_1419800.1;glutathione reductase;31.9;83.4
PF3D7_1419800;PF3D7_1419800.2;glutathione reductase;31.9;83.4
PF3D7_1419900;PF3D7_1419900.1;cleavage and polyadenylation specificity factor subunit 4, putative;37.3;72.5
PF3D7_1420000;PF3D7_1420000.1;splicing factor 3B subunit 4, putative;77;91.9
PF3D7_1420100;PF3D7_1420100.1;conserved Plasmodium protein, unknown function;15.5;21.5
PF3D7_1420200;PF3D7_1420200.1;myosin-specific chaperone UNC, putative;35.2;77.8
PF3D7_1420300;PF3D7_1420300.1;DNL-type zinc finger protein;30.2;75.4
PF3D7_1420400;PF3D7_1420400.1;glycine--tRNA ligase;65.2;91.7
PF3D7_1420500;PF3D7_1420500.1;protein GPR89, putative;8.3;10.9
PF3D7_1420600;PF3D7_1420600.1;pantothenate kinase 1, putative;27.1;76.8
PF3D7_1420700;PF3D7_1420700.1;surface protein P113;85.8;98.5
PF3D7_1420800;PF3D7_1420800.1;dynein light chain, putative;0;13.4
PF3D7_1420900;PF3D7_1420900.1;mannose-1-phosphate guanyltransferase, putative;26.3;53.3
PF3D7_1421000;PF3D7_1421000.1;DIX domain-containing protein, putative;33.2;54.5
PF3D7_1421100;PF3D7_1421100.1;conserved Plasmodium protein, unknown function;26.8;82.2
PF3D7_1421150;PF3D7_1421150.1;C/D small nucleolar RNA;92.1;97.4
PF3D7_1421200;PF3D7_1421200.1;40S ribosomal protein S25;91.8;99.6
PF3D7_1421300;PF3D7_1421300.1;conserved Plasmodium protein, unknown function;20;31.5
PF3D7_1421400;PF3D7_1421400.1;DNA-directed RNA polymerase III subunit RPC6, putative;53.3;91.5
PF3D7_1421500;PF3D7_1421500.1;mitochondrial import inner membrane translocase subunit TIM8, putative;16.1;60.3
PF3D7_1421600;PF3D7_1421600.1;conserved Plasmodium protein, unknown function;25.7;67.7
PF3D7_1421700;PF3D7_1421700.1;unspecified product;0;20
PF3D7_1421800;PF3D7_1421800.1;conserved Plasmodium protein, unknown function;35;62.5
PF3D7_1421900;PF3D7_1421900.1;copper transporter, putative;22.2;90
PF3D7_1422000;PF3D7_1422000.1;cytochrome c oxidase assembly protein COX14, putative;41.2;80.1
PF3D7_1422100;PF3D7_1422100.1;mitochondrial ribosomal protein L21 precursor, putative;32.5;65.6
PF3D7_1422200;PF3D7_1422200.1;conserved Plasmodium protein, unknown function;35.5;82.4
PF3D7_1422300;PF3D7_1422300.1;DnaJ protein, putative;44.7;66.6
PF3D7_1422400;PF3D7_1422400.1;conserved Plasmodium protein, unknown function;32.1;72.5
PF3D7_1422500;PF3D7_1422500.1;ERAD-associated E3 ubiquitin-protein ligase HRD1;18;69.1
PF3D7_1422600;PF3D7_1422600.1;conserved Plasmodium protein, unknown function;12.2;48.3
PF3D7_1422700;PF3D7_1422700.1;conserved Plasmodium protein, unknown function;49.8;79.9
PF3D7_1422800;PF3D7_1422800.1;actin-related protein, putative;27.3;61.8
PF3D7_1422900;PF3D7_1422900.1;14-3-3 protein, putative;18.6;46.9
PF3D7_1423000;PF3D7_1423000.1;nucleolar GTP-binding protein 2, putative;62.6;88.2
PF3D7_1423100;PF3D7_1423100.1;ankyrin-repeat protein, putative;15.7;78.1
PF3D7_1423200;PF3D7_1423200.1;peptidyl-prolyl cis-trans isomerase;47;83.5
PF3D7_1423300;PF3D7_1423300.1;serine/threonine protein phosphatase 7;17.6;91
PF3D7_1423400;PF3D7_1423400.1;conserved Plasmodium membrane protein, unknown function;9.7;23
PF3D7_1423500;PF3D7_1423500.1;conserved Plasmodium protein, unknown function;22.2;48.1
PF3D7_1423600;PF3D7_1423600.1;calcium-dependent protein kinase, putative;43.1;88.8
PF3D7_1423700;PF3D7_1423700.1;conserved Plasmodium protein, unknown function;83.9;94.1
PF3D7_1423800;PF3D7_1423800.1;vacuolar protein sorting-associated protein 3, putative;50.9;72.4
PF3D7_1423900;PF3D7_1423900.1;small nucleolar RNA snoR23;13.8;62.5
PF3D7_1424000;PF3D7_1424000.1;small nucleolar RNA snoR24;44.5;81.8
PF3D7_1424100;PF3D7_1424100.1;60S ribosomal protein L5, putative;92;99.1
PF3D7_1424200;PF3D7_1424200.1;small nucleolar RNA snoR25;35.8;72.5
PF3D7_1424300;PF3D7_1424300.1;small nucleolar RNA snoR26;23.8;56.3
PF3D7_1424400;PF3D7_1424400.1;60S ribosomal protein L7-3, putative;93.6;99.6
PF3D7_1424500;PF3D7_1424500.1;small nucleolar RNA snoR27;38.5;73.6
PF3D7_1424600;PF3D7_1424600.1;small nucleolar RNA snoR28;38.7;78.7
PF3D7_1424700;PF3D7_1424700.1;small nucleolar RNA snoR29;43.3;75.2
PF3D7_1424800;PF3D7_1424800.1;unspecified product;24.4;57.5
PF3D7_1424900;PF3D7_1424900.1;small nucleolar RNA snoR30;36.3;61.8
PF3D7_1425000;PF3D7_1425000.1;Plasmodium RNA of unknown function RUF4;23.4;55.4
PF3D7_1425100;PF3D7_1425100.1;small nucleolar RNA snoR31;0;17.1
PF3D7_1425200;PF3D7_1425200.1;enoyl-CoA hydratase, putative;12.3;44.1
PF3D7_1425300;PF3D7_1425300.1;conserved Plasmodium protein, unknown function;38.1;88.4
PF3D7_1425400;PF3D7_1425400.1;DEAD/DEAH box helicase, putative;31.4;74.3
PF3D7_1425500;PF3D7_1425500.1;conserved Plasmodium protein, unknown function;13.8;38.9
PF3D7_1425600;PF3D7_1425600.1;zinc finger protein, putative;10.4;18.5
PF3D7_1425700;PF3D7_1425700.1;conserved Plasmodium protein, unknown function;60.1;84.3
PF3D7_1425800;PF3D7_1425800.1;conserved Plasmodium protein, unknown function;31.2;76.7
PF3D7_1425900;PF3D7_1425900.1;conserved Plasmodium protein, unknown function;31.5;80.4
PF3D7_1426000;PF3D7_1426000.1;60S ribosomal protein L21;94.1;99.5
PF3D7_1426100;PF3D7_1426100.1;transcription factor BTF3, putative;84.7;98.1
PF3D7_1426200;PF3D7_1426200.1;protein arginine N-methyltransferase 1;61.7;95.6
PF3D7_1426300;PF3D7_1426300.1;dynein intermediate chain, putative;17.5;50
PF3D7_1426400;PF3D7_1426400.1;MORN repeat protein, putative;0;37.4
PF3D7_1426500;PF3D7_1426500.1;ABC transporter G family member 2;18.6;46.1
PF3D7_1426600;PF3D7_1426600.1;conserved Plasmodium protein, unknown function;17.9;64
PF3D7_1426700;PF3D7_1426700.1;phosphoenolpyruvate carboxylase;44.4;84.8
PF3D7_1426800;PF3D7_1426800.1;conserved Plasmodium protein, unknown function;47.7;80.7
PF3D7_1426900;PF3D7_1426900.1;cytochrome b-c1 complex subunit 6, putative;44.9;93.1
PF3D7_1427000;PF3D7_1427000.1;conserved Plasmodium protein, unknown function;35.3;69.9
PF3D7_1427100;PF3D7_1427100.1;lipase, putative;32.5;93.3
PF3D7_1427200;PF3D7_1427200.1;selenoprotein;33.5;86.5
PF3D7_1427300;PF3D7_1427300.1;conserved Plasmodium protein, unknown function;29.1;61.3
PF3D7_1427400;PF3D7_1427400.1;conserved Plasmodium membrane protein, unknown function;40.3;75
PF3D7_1427400;PF3D7_1427400.2;conserved Plasmodium membrane protein, unknown function;40.3;75
PF3D7_1427500;PF3D7_1427500.1;DNA mismatch repair protein MSH2, putative;13.7;77
PF3D7_1427600;PF3D7_1427600.1;CorA-like Mg2+ transporter protein, putative;16.6;70.1
PF3D7_1427700;PF3D7_1427700.1;conserved Plasmodium protein, unknown function;0;86.1
PF3D7_1427800;PF3D7_1427800.1;exosome complex component RRP41;39.9;80.4
PF3D7_1427900;PF3D7_1427900.1;leucine-rich repeat protein;68.6;99.1
PF3D7_1428000;PF3D7_1428000.1;conserved Plasmodium membrane protein, unknown function;13.1;59.5
PF3D7_1428100;PF3D7_1428100.1;WW domain-binding protein 11, putative;37.9;66.9
PF3D7_1428200;PF3D7_1428200.1;major facilitator superfamily domain-containing protein, putative;56.2;92.3
PF3D7_1428300;PF3D7_1428300.1;proliferation-associated protein 2g4, putative;81.5;95.3
PF3D7_1428400;PF3D7_1428400.1;WD and tetratricopeptide repeats protein 1, putative;16.8;33.3
PF3D7_1428500;PF3D7_1428500.1;protein kinase, putative;26;73.8
PF3D7_1428600;PF3D7_1428600.1;peptide chain release factor 1;14.4;44.9
PF3D7_1428700;PF3D7_1428700.1;heme/steroid binding domain containing protein, putative;38.5;71.3
PF3D7_1428800;PF3D7_1428800.1;transcription initiation TFIID-like, putative;45.8;65.6
PF3D7_1428800;PF3D7_1428800.2;transcription initiation TFIID-like, putative;45.8;65.6
PF3D7_1428900;PF3D7_1428900.1;conserved Plasmodium protein, unknown function;19.8;65.8
PF3D7_1429000;PF3D7_1429000.1;protein archease, putative;29.9;63.6
PF3D7_1429100;PF3D7_1429100.1;apicoplast ribosomal protein L15 precursor, putative;44.2;89.1
PF3D7_1429200;PF3D7_1429200.1;AP2 domain transcription factor AP2-O3, putative;18.3;33.8
PF3D7_1429300;PF3D7_1429300.1;CPW-WPC family protein;29.5;58.9
PF3D7_1429400;PF3D7_1429400.1;rRNA (adenosine-2'-O-)-methyltransferase, putative;26.9;76.4
PF3D7_1429500;PF3D7_1429500.1;diphthamide biosynthesis protein 2, putative;11.9;57.9
PF3D7_1429600;PF3D7_1429600.1;conserved Plasmodium protein, unknown function;37.2;66
PF3D7_1429700;PF3D7_1429700.1;mitochondrial ribosomal protein L15 precursor, putative;54.4;83.1
PF3D7_1429800;PF3D7_1429800.1;coatomer subunit beta, putative;76.7;87.8
PF3D7_1429900;PF3D7_1429900.1;ADP-dependent DNA helicase RecQ;39;52.1
PF3D7_1430000;PF3D7_1430000.1;conserved protein, unknown function;61.5;87.8
PF3D7_1430100;PF3D7_1430100.1;serine/threonine protein phosphatase 2A activator;31.3;61.4
PF3D7_1430200;PF3D7_1430200.1;plasmepsin IX;22.5;84
PF3D7_1430300;PF3D7_1430300.1;acid phosphatase, putative;38.8;79.2
PF3D7_1430400;PF3D7_1430400.1;autophagy protein 5, putative;24.9;55
PF3D7_1430500;PF3D7_1430500.1;conserved Plasmodium protein, unknown function;9.9;15.7
PF3D7_1430600;PF3D7_1430600.1;endonuclease/exonuclease/phosphatase family protein, putative;19;47.3
PF3D7_1430700;PF3D7_1430700.1;NADP-specific glutamate dehydrogenase;9.4;50.3
PF3D7_1430800;PF3D7_1430800.1;PhIL1 interacting protein PIP3;22.5;56.5
PF3D7_1430900;PF3D7_1430900.1;cytochrome c oxidase subunit 2, putative;29.3;85.2
PF3D7_1431000;PF3D7_1431000.1;mitochondrial ribosomal protein L17-2 precursor, putative;22.8;65.5
PF3D7_1431100;PF3D7_1431100.1;PhIL1 interacting protein PIP2;23.4;67
PF3D7_1431200;PF3D7_1431200.1;OST-HTH associated domain protein, putative;48;88.8
PF3D7_1431300;PF3D7_1431300.1;large subunit GTPase 1, putative;36.7;87.3
PF3D7_1431400;PF3D7_1431400.1;surface-related antigen SRA;12.9;92
PF3D7_1431500;PF3D7_1431500.1;mitogen-activated protein kinase 1;59.7;85
PF3D7_1431600;PF3D7_1431600.1;succinyl-CoA ligase [ADP-forming] subunit beta, putative;31.2;78.2
PF3D7_1431700;PF3D7_1431700.1;60S ribosomal protein L14, putative;91;98.5
PF3D7_1431800;PF3D7_1431800.1;apyrase, putative;14;48.5
PF3D7_1431900;PF3D7_1431900.1;inner membrane complex suture component, putative;11.4;35
PF3D7_1432000;PF3D7_1432000.1;syntaxin, Qa-SNARE family;56.6;92.5
PF3D7_1432100;PF3D7_1432100.1;voltage-dependent anion-selective channel protein, putative;62.6;92.2
PF3D7_1432200;PF3D7_1432200.1;conserved Plasmodium protein, unknown function;11.1;67.8
PF3D7_1432300;PF3D7_1432300.1;conserved Plasmodium protein, unknown function;22.3;39.7
PF3D7_1432400;PF3D7_1432400.1;leucine-rich repeat protein;20.1;40.3
PF3D7_1432500;PF3D7_1432500.1;RNA methyltransferase, putative;39.9;78
PF3D7_1432600;PF3D7_1432600.1;conserved Plasmodium protein, unknown function;26.6;60.7
PF3D7_1432700;PF3D7_1432700.1;protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative;26.2;81.4
PF3D7_1432800;PF3D7_1432800.1;HP12 protein homolog, putative;38.5;71.1
PF3D7_1432900;PF3D7_1432900.1;SF-assemblin, putative;25.7;73.9
PF3D7_1433000;PF3D7_1433000.1;H/ACA ribonucleoprotein complex subunit 3, putative;60.9;89.1
PF3D7_1433100;PF3D7_1433100.1;HID1 domain-containing protein, putative;34;54.8
PF3D7_1433200;PF3D7_1433200.1;conserved Plasmodium protein, unknown function;13.4;44.3
PF3D7_1433300;PF3D7_1433300.1;chromatin assembly factor 1 P55 subunit, putative;42;68.4
PF3D7_1433400;PF3D7_1433400.1;zinc finger protein, putative;61.9;92.5
PF3D7_1433500;PF3D7_1433500.1;DNA topoisomerase 2;65;95.9
PF3D7_1433600;PF3D7_1433600.1;signal peptidase complex subunit SPC1, putative;39.4;94.7
PF3D7_1433700;PF3D7_1433700.1;conserved Plasmodium protein, unknown function;18.9;54.3
PF3D7_1433800;PF3D7_1433800.1;conserved Plasmodium protein, unknown function;17.7;62.7
PF3D7_1433900;PF3D7_1433900.1;protein kinase, putative;16.1;38.7
PF3D7_1434000;PF3D7_1434000.1;CCR4-associated factor 16, putative;24.8;79.4
PF3D7_1434100;PF3D7_1434100.1;queuine tRNA-ribosyltransferase, putative;21.8;68.7
PF3D7_1434200;PF3D7_1434200.1;calmodulin;80;98.4
PF3D7_1434300;PF3D7_1434300.1;Hsp70/Hsp90 organizing protein;79.2;97.3
PF3D7_1434400;PF3D7_1434400.1;conserved protein, unknown function;14.2;88.6
PF3D7_1434500;PF3D7_1434500.1;dynein-related AAA-type ATPase, putative;32.2;79.6
PF3D7_1434600;PF3D7_1434600.1;methionine aminopeptidase 2;63.6;92.3
PF3D7_1434700;PF3D7_1434700.1;mitochondrial import inner membrane translocase subunit TIM17, putative;29.8;87.3
PF3D7_1434800;PF3D7_1434800.1;mitochondrial acidic protein MAM33, putative;35.8;94.5
PF3D7_1434900;PF3D7_1434900.1;conserved Plasmodium protein, unknown function;9.3;32.2
PF3D7_1435000;PF3D7_1435000.1;cytochrome c oxidase assembly protein COX15, putative;18.7;70.6
PF3D7_1435100;PF3D7_1435100.1;ribonuclease H2 subunit B, putative;17.2;67.3
PF3D7_1435200;PF3D7_1435200.1;conserved protein, unknown function;27.1;77.5
PF3D7_1435300;PF3D7_1435300.1;glutamate synthase [NADH], putative;24.1;70.5
PF3D7_1435400;PF3D7_1435400.1;ER membrane protein complex subunit 4, putative;57.6;88.2
PF3D7_1435500;PF3D7_1435500.1;clathrin light chain, putative;75.2;92.3
PF3D7_1435600;PF3D7_1435600.1;conserved Plasmodium protein, unknown function;17.3;93.8
PF3D7_1435700;PF3D7_1435700.1;ataxin-2 like protein, putative;36.7;80.9
PF3D7_1435700;PF3D7_1435700.2;ataxin-2 like protein, putative;36.7;80.9
PF3D7_1435800;PF3D7_1435800.1;GTPase Era, putative;8.9;32.1
PF3D7_1435900;PF3D7_1435900.1;conserved Plasmodium protein, unknown function;11.2;30.7
PF3D7_1436000;PF3D7_1436000.1;glucose-6-phosphate isomerase;50.3;96.9
PF3D7_1436100;PF3D7_1436100.1;conserved Plasmodium membrane protein, unknown function;55.4;78.4
PF3D7_1436200;PF3D7_1436200.1;conserved Plasmodium protein, unknown function;18.3;86.9
PF3D7_1436300;PF3D7_1436300.1;translocon component PTEX150;58.6;98.5
PF3D7_1436400;PF3D7_1436400.1;conserved Plasmodium protein, unknown function;13.1;45.5
PF3D7_1436500;PF3D7_1436500.1;GTP-binding protein, putative;26.4;54.8
PF3D7_1436600;PF3D7_1436600.1;cGMP-dependent protein kinase;18.7;85.7
PF3D7_1436700;PF3D7_1436700.1;conserved protein, unknown function;19.6;43.1
PF3D7_1436800;PF3D7_1436800.1;ATP-dependent Clp protease proteolytic subunit;16.8;48.2
PF3D7_1436900;PF3D7_1436900.1;histidine triad protein, putative;36.1;58.5
PF3D7_1437000;PF3D7_1437000.1;N-acetyltransferase, GNAT family, putative;77.6;88.5
PF3D7_1437100;PF3D7_1437100.1;conserved protein, unknown function;32.4;75.7
PF3D7_1437200;PF3D7_1437200.1;ribonucleoside-diphosphate reductase large subunit, putative;51.4;92.6
PF3D7_1437300;PF3D7_1437300.1;conserved Plasmodium protein, unknown function;17.3;90.7
PF3D7_1437400;PF3D7_1437400.1;pantothenate kinase 2, putative;26.1;76.1
PF3D7_1437500;PF3D7_1437500.1;conserved Plasmodium membrane protein, unknown function;57;86.6
PF3D7_1437600;PF3D7_1437600.1;conserved protein, unknown function;10.9;41.2
PF3D7_1437700;PF3D7_1437700.1;succinyl-CoA ligase, putative;12.6;57.6
PF3D7_1437800;PF3D7_1437800.1;trafficking protein particle complex subunit 5, putative;43;61.6
PF3D7_1437900;PF3D7_1437900.1;HSP40, subfamily A;87.1;97.2
PF3D7_1438000;PF3D7_1438000.1;eukaryotic translation initiation factor eIF2A, putative;87.6;93.7
PF3D7_1438100;PF3D7_1438100.1;translocation protein SEC62, putative;83.7;96.1
PF3D7_1438200;PF3D7_1438200.1;tRNA Selenocysteine;0;29.1
PF3D7_1438300;PF3D7_1438300.1;tRNA Methionine;0;23
PF3D7_1438400;PF3D7_1438400.1;metacaspase-2;40.1;79.6
PF3D7_1438500;PF3D7_1438500.1;cleavage and polyadenylation specificity factor subunit 3, putative;34.4;70.1
PF3D7_1438600;PF3D7_1438600.1;conserved protein, unknown function;50.7;67.4
PF3D7_1438700;PF3D7_1438700.1;DNA primase small subunit;20;75.9
PF3D7_1438800;PF3D7_1438800.1;OST-HTH associated domain protein, putative;12.1;39.5
PF3D7_1438900;PF3D7_1438900.1;thioredoxin peroxidase 1;75.4;97.6
PF3D7_1439000;PF3D7_1439000.1;copper transporter;19.3;95
PF3D7_1439100;PF3D7_1439100.1;DEAD/DEAH box helicase, putative;21.4;56.7
PF3D7_1439200;PF3D7_1439200.1;conserved Plasmodium protein, unknown function;18.2;55.1
PF3D7_1439300;PF3D7_1439300.1;Sad1/UNC domain-containing protein, putative;60.8;73.9
PF3D7_1439400;PF3D7_1439400.1;cytochrome b-c1 complex subunit Rieske, putative;29.6;89.4
PF3D7_1439500;PF3D7_1439500.1;oocyst rupture protein 2, putative;22.4;81.4
PF3D7_1439600;PF3D7_1439600.1;cytochrome c oxidase subunit ApiCOX26, putative;41.3;87.4
PF3D7_1439700;PF3D7_1439700.1;leucine carboxyl methyltransferase, putative;30.2;77.2
PF3D7_1439800;PF3D7_1439800.1;vesicle-associated membrane protein, putative;81.6;95.5
PF3D7_1439900;PF3D7_1439900.1;triosephosphate isomerase;69.2;98.3
PF3D7_1440000;PF3D7_1440000.1;conserved Plasmodium protein, unknown function;8.6;63.2
PF3D7_1440100;PF3D7_1440100.1;conserved Plasmodium protein, unknown function;19.2;90.6
PF3D7_1440200;PF3D7_1440200.1;stromal-processing peptidase, putative;12.6;46.4
PF3D7_1440300;PF3D7_1440300.1;porphobilinogen synthase;6.2;40
PF3D7_1440400;PF3D7_1440400.1;zinc finger protein, putative;11.1;70.4
PF3D7_1440500;PF3D7_1440500.1;allantoicase, putative;36.4;81.2
PF3D7_1440600;PF3D7_1440600.1;protein SOC3, putative;21.4;32.2
PF3D7_1440700;PF3D7_1440700.1;AP-3 complex subunit mu, putative;20.9;63.8
PF3D7_1440800;PF3D7_1440800.1;major facilitator superfamily domain-containing protein, putative;29.1;72.6
PF3D7_1440900;PF3D7_1440900.1;conserved Plasmodium protein, unknown function;14.5;78.8
PF3D7_1441000;PF3D7_1441000.1;cytoplasmic tRNA 2-thiolation protein 2, putative;18.6;63.8
PF3D7_1441100;PF3D7_1441100.1;conserved Plasmodium protein, unknown function;99.4;99.9
PF3D7_1441200;PF3D7_1441200.1;60S ribosomal protein L1, putative;81.2;97
PF3D7_1441300;PF3D7_1441300.1;serine/threonine protein kinase, putative;16.1;52.3
PF3D7_1441400;PF3D7_1441400.1;FACT complex subunit SSRP1, putative;38;87
PF3D7_1441500;PF3D7_1441500.1;conserved Plasmodium protein, unknown function;52.8;74.4
PF3D7_1441600;PF3D7_1441600.1;acid cluster protein 33 homologue, putative;30.1;54.8
PF3D7_1441700;PF3D7_1441700.1;mitochondrial inner membrane protease ATP23, putative;15;33.5
PF3D7_1441800;PF3D7_1441800.1;vacuolar protein sorting-associated protein 60, putative;47.2;73.4
PF3D7_1441900;PF3D7_1441900.1;RNA polymerase II transcription factor B subunit 5, putative;58;87.6
PF3D7_1442000;PF3D7_1442000.1;ADP-ribosylation factor, putative;19.7;69.3
PF3D7_1442100;PF3D7_1442100.1;replication factor A protein 3, putative;19.5;75.2
PF3D7_1442200;PF3D7_1442200.1;GTP-binding protein, putative;25.3;45.9
PF3D7_1442300;PF3D7_1442300.1;tRNA import protein tRIP;74.1;89.2
PF3D7_1442400;PF3D7_1442400.1;conserved Plasmodium protein, unknown function;53;82.3
PF3D7_1442500;PF3D7_1442500.1;geranylgeranyl transferase type-2 subunit alpha, putative;9.9;67.1
PF3D7_1442600;PF3D7_1442600.1;TRAP-like protein;23;50.6
PF3D7_1442700;PF3D7_1442700.1;conserved Plasmodium protein, unknown function;17.7;60.7
PF3D7_1442800;PF3D7_1442800.1;conserved Plasmodium protein, unknown function;25.3;45.5
PF3D7_1442900;PF3D7_1442900.1;protein transport protein SEC7, putative;63.3;86.7
PF3D7_1443000;PF3D7_1443000.1;serine/threonine protein kinase;16.8;54.7
PF3D7_1443100;PF3D7_1443100.1;conserved Plasmodium protein, unknown function;55.4;89.8
PF3D7_1443200;PF3D7_1443200.1;heptatricopeptide repeat-containing protein, putative;12.8;52.8
PF3D7_1443300;PF3D7_1443300.1;U6 snRNA-associated Sm-like protein LSm5, putative;66.2;95.7
PF3D7_1443400;PF3D7_1443400.1;WD repeat-containing protein;34.7;74.1
PF3D7_1443500;PF3D7_1443500.1;poly(A)-specific ribonuclease PARN, putative;17.5;74.6
PF3D7_1443600;PF3D7_1443600.1;gamma-tubulin complex component, putative;10.2;33.7
PF3D7_1443700;PF3D7_1443700.1;dephospho-CoA kinase, putative;20.2;69.9
PF3D7_1443800;PF3D7_1443800.1;pre-mRNA-splicing factor CWC24, putative;62.3;82.2
PF3D7_1443900;PF3D7_1443900.1;heat shock protein 90, putative;40.4;85.9
PF3D7_1444000;PF3D7_1444000.1;conserved Plasmodium protein, unknown function;8;21.1
PF3D7_1444100;PF3D7_1444100.1;conserved Plasmodium protein, unknown function;21.9;44.2
PF3D7_1444200;PF3D7_1444200.1;calmodulin-like protein;7.5;50
PF3D7_1444300;PF3D7_1444300.1;1-acyl-sn-glycerol-3-phosphate acyltransferase, putative;66.6;85.8
PF3D7_1444400;PF3D7_1444400.1;conserved Plasmodium protein, unknown function;18.5;61.7
PF3D7_1444500;PF3D7_1444500.1;eukaryotic translation initiation factor 2-alpha kinase 1;41.5;87.1
PF3D7_1444600;PF3D7_1444600.1;conserved Plasmodium protein, unknown function;19.5;47.4
PF3D7_1444700;PF3D7_1444700.1;shikimate dehydrogenase, putative;27.3;71.3
PF3D7_1444800;PF3D7_1444800.1;fructose-bisphosphate aldolase;95.8;99
PF3D7_1444900;PF3D7_1444900.1;conserved protein, unknown function;12.7;39.9
PF3D7_1445000;PF3D7_1445000.1;prolyl hydroxylase-like protein, putative;30.7;79.9
PF3D7_1445100;PF3D7_1445100.1;histidine--tRNA ligase, putative;37.2;70.6
PF3D7_1445200;PF3D7_1445200.1;ATP-dependent RNA helicase MAK5, putative;54;87.3
PF3D7_1445300;PF3D7_1445300.1;mitochondrial ribosomal protein S29 precursor, putative;28;49.1
PF3D7_1445400;PF3D7_1445400.1;protein serine/threonine kinase-1;64;91.6
PF3D7_1445500;PF3D7_1445500.1;conserved Plasmodium protein, unknown function;43.2;78
PF3D7_1445600;PF3D7_1445600.1;RNA-binding protein, putative;66;85.2
PF3D7_1445700;PF3D7_1445700.1;conserved Plasmodium protein, unknown function;87.9;96.6
PF3D7_1445800;PF3D7_1445800.1;conserved Plasmodium membrane protein, unknown function;9.7;19.7
PF3D7_1445900;PF3D7_1445900.1;ATP-dependent RNA helicase DDX5, putative;63.7;92.1
PF3D7_1446000;PF3D7_1446000.1;U5 spliceosomal RNA;17.7;44
PF3D7_1446100;PF3D7_1446100.1;conserved Plasmodium protein, unknown function;11.1;39.7
PF3D7_1446200;PF3D7_1446200.1;M17 leucyl aminopeptidase;58.3;96.3
PF3D7_1446300;PF3D7_1446300.1;conserved Plasmodium membrane protein, unknown function;32.6;76.6
PF3D7_1446400;PF3D7_1446400.1;pyruvate dehydrogenase E1 component subunit beta;15.3;35.9
PF3D7_1446500;PF3D7_1446500.1;nucleoporin NUP313, putative;55.8;78.1
PF3D7_1446600;PF3D7_1446600.1;centrin-2;38.4;93.9
PF3D7_1446700;PF3D7_1446700.1;conserved Plasmodium protein, unknown function;42.7;82.3
PF3D7_1446800;PF3D7_1446800.1;heme detoxification protein;26.7;70
PF3D7_1446900;PF3D7_1446900.1;glutaminyl-peptide cyclotransferase, putative;58.3;86.2
PF3D7_1447000;PF3D7_1447000.1;40S ribosomal protein S5;88.3;98.3
PF3D7_1447100;PF3D7_1447100.1;conserved Plasmodium protein, unknown function;81.9;92.7
PF3D7_1447200;PF3D7_1447200.1;conserved protein, unknown function;87.9;94.3
PF3D7_1447300;PF3D7_1447300.1;mitochondrial ribosomal protein S14 precursor, putative;36.2;79.2
PF3D7_1447400;PF3D7_1447400.1;conserved Plasmodium protein, unknown function;28.9;82.4
PF3D7_1447500;PF3D7_1447500.1;inner membrane complex protein, putative;13.3;26.2
PF3D7_1447600;PF3D7_1447600.1;conserved protein, unknown function;13.9;37.9
PF3D7_1447700;PF3D7_1447700.1;conserved protein, unknown function;42.3;77.6
PF3D7_1447800;PF3D7_1447800.1;calponin homology domain-containing protein, putative;46.9;77
PF3D7_1447900;PF3D7_1447900.1;multidrug resistance protein 2;35.7;86.2
PF3D7_1448000;PF3D7_1448000.1;U3 small nucleolar RNA-associated protein 12, putative;28.9;80.1
PF3D7_1448100;PF3D7_1448100.1;conserved Plasmodium protein, unknown function;37.4;68.9
PF3D7_1448200;PF3D7_1448200.1;condensin-2 complex subunit G2, putative;10.4;15.3
PF3D7_1448300;PF3D7_1448300.1;conserved protein, unknown function;64.9;87.4
